,Name,Geometry,Address,Description,Lattitude,Longitude,Category
392,Artenova Ltd,POINT (-73.98126402551996 40.76647974955509),1780 Broadway,,-73.98126402551996,40.76647974955509,Art_Gallery
393,Arterres,POINT (-73.99715508196216 40.72287262300235),242 Lafayette St,,-73.99715508196216,40.72287262300235,Art_Gallery
394,Artique-the Art of Framing Inc,POINT (-73.97067461349071 40.79532708994234),2580 Broadway,,-73.97067461349071,40.79532708994234,Art_Gallery
395,Artist Prod Gallery,POINT (-74.00085020193522 40.72034082024991),448 Broadway,,-74.00085020193522,40.72034082024991,Art_Gallery
396,Artists Space,POINT (-74.00187570391502 40.72169943485471),38 Greene St,,-74.00187570391502,40.72169943485471,Art_Gallery
397,Artlife Gallery,POINT (-74.00476655191915 40.725415004981215),155 Ave of the Americas,,-74.00476655191915,40.725415004981215,Art_Gallery
398,Art-Lore Inc,POINT (-73.95578568860223 40.738065759799625),1155 Manhattan Ave,,-73.95578568860223,40.738065759799625,Art_Gallery
399,Artrepreneur,POINT (-73.96511389261455 40.77469948486251),945 5th Ave,,-73.96511389261455,40.77469948486251,Art_Gallery
400,Arts Action Research,POINT (-73.98338749200313 40.68664178336951),423 Atlantic Ave,,-73.98338749200313,40.68664178336951,Art_Gallery
401,Arts at University Settlement/Speyer Hall,POINT (-73.99119730157719 40.720680151916206),185 Eldridge St.,,-73.99119730157719,40.720680151916206,Art_Gallery
402,Arts Du Monde,POINT (-73.99092836171616 40.743583968067256),40 W 25th St,,-73.99092836171616,40.743583968067256,Art_Gallery
403,Arts India,POINT (-73.98879876096638 40.74320506078967),206 5th Ave,,-73.98879876096638,40.74320506078967,Art_Gallery
404,Arts Proper International Inc,POINT (-73.97562041606622 40.76346975208143),24 W 57th St,,-73.97562041606622,40.76346975208143,Art_Gallery
405,Artscope Inc,POINT (-73.97009199445296 40.763254120526184),502 Park Ave,,-73.97009199445296,40.763254120526184,Art_Gallery
406,Ash Fine Art,POINT (-73.9618353271081 40.775535837495916),51 E 78th St,,-73.9618353271081,40.775535837495916,Art_Gallery
407,Asher Gallant Gallery,POINT (-73.97259126282007 40.76067960028377),62 E 55th St,,-73.97259126282007,40.76067960028377,Art_Gallery
408,Ashione Art Gallery,POINT (-74.00280458102809 40.73571649956089),41 Perry St,,-74.00280458102809,40.73571649956089,Art_Gallery
409,Ashoka Crafts,POINT (-73.97994522704968 40.78157132600765),202 W 77th St,,-73.97994522704968,40.78157132600765,Art_Gallery
410,Atelier A-E Ent,POINT (-73.99087594403446 40.74237388620432),35 West 23rd Street,,-73.99087594403446,40.74237388620432,Art_Gallery
411,Atelier International Art Group Inc,POINT (-73.99671187722127 40.72480608921537),594 Broadway,,-73.99671187722127,40.72480608921537,Art_Gallery
412,Atlantic Gallery,POINT (-73.99143107504511 40.74746646219944),135 West 29th St,,-73.99143107504511,40.74746646219944,Art_Gallery
413,Atmosphere Galleries Inc,POINT (-74.00600863130276 40.74476246542635),134 10th Ave,,-74.00600863130276,40.74476246542635,Art_Gallery
414,Audiello Fine Art Inc,POINT (-74.0044220151553 40.75009455123575),526 W 26th St,,-74.0044220151553,40.75009455123575,Art_Gallery
415,Audrey C Art & Jewels,POINT (-73.96572040008752 40.763249971573764),167 E 61st St,,-73.96572040008752,40.763249971573764,Art_Gallery
416,Australian Aboriginal Fine Art Gallery Of New York,POINT (-73.95015415750696 40.79501690627845),1255 5th Ave,,-73.95015415750696,40.79501690627845,Art_Gallery
417,Av Art Gallery & Custom Framing Inc,POINT (-73.99938013572218 40.744615751459236),235 8th Ave,,-73.99938013572218,40.744615751459236,Art_Gallery
418,Available Art Llc,POINT (-73.98529286493043 40.685308792518455),204 Dean St,,-73.98529286493043,40.685308792518455,Art_Gallery
419,AVC Contemporary Arts Gallery,POINT (-73.97167802578994 40.762183792857236),41 E. 57th St.,,-73.97167802578994,40.762183792857236,Art_Gallery
420,Avshalom Eitan Fine Arts,POINT (-73.9386614826445 40.85075794194175),461 Fort Washington Ave,,-73.9386614826445,40.85075794194175,Art_Gallery
421,Axelle Fine Art,POINT (-73.98851197926002 40.68807777539699),312 Atlantic Ave,,-73.98851197926002,40.68807777539699,Art_Gallery
422,Axelle Fine Arts Gallery Ltd,POINT (-74.00149047896814 40.72411800152975),148 Spring St,,-74.00149047896814,40.72411800152975,Art_Gallery
423,Aztec Marketing Co,POINT (-74.00648308644872 40.70789856563353),90 John St,,-74.00648308644872,40.70789856563353,Art_Gallery
424,Back To Africa Imports,POINT (-73.98868276932478 40.74347151482428),6 W 26th St,,-73.98868276932478,40.74347151482428,Art_Gallery
425,Back To Roots Inc,POINT (-73.87589510879744 40.667315043315995),440 Montauk Ave,,-73.87589510879744,40.667315043315995,Art_Gallery
426,Bag One Arts,POINT (-73.97606171702485 40.78195247672717),110 W 79th St,,-73.97606171702485,40.78195247672717,Art_Gallery
427,Balalaika Arts & Crafts From Russia & Former Ussr,POINT (-73.94657505515615 40.78336844632731),313 E 95th St,,-73.94657505515615,40.78336844632731,Art_Gallery
428,BALMAR REALTY,POINT (-73.9690646648923 40.75945091322308),155 E 55TH ST,,-73.9690646648923,40.75945091322308,Art_Gallery
429,Barbara Gladstone Gallery,POINT (-74.00450714605243 40.748880397450456),515 W 24th St,,-74.00450714605243,40.748880397450456,Art_Gallery
430,Baron Boisante Editions,POINT (-74.00725575414192 40.72988710604914),421 Hudson St,,-74.00725575414192,40.72988710604914,Art_Gallery
431,Barrington Gallery of London Ltd,POINT (-73.97908152115053 40.756502433488485),572 5th Ave,,-73.97908152115053,40.756502433488485,Art_Gallery
432,Bayo Studios,POINT (-73.93513085993379 40.70365264266154),210 Varet Street,,-73.93513085993379,40.70365264266154,Art_Gallery
433,Beadleston Gallery,POINT (-73.97451739244705 40.7626057748781),724 5th Ave,,-73.97451739244705,40.7626057748781,Art_Gallery
434,Behr Thyssen Ltd,POINT (-74.00854193445365 40.72216389522143),165 Hudson Street,,-74.00854193445365,40.72216389522143,Art_Gallery
435,Belanthi,POINT (-73.9929238023326 40.689201818871105),142 Court St,,-73.9929238023326,40.689201818871105,Art_Gallery
436,Bellwether Gallery,POINT (-74.0059259359394 40.7447310240188),134 10th Ave,,-74.0059259359394,40.7447310240188,Art_Gallery
437,Bench Dogs,POINT (-73.96628257552109 40.710321511428695),60 Broadway,,-73.96628257552109,40.710321511428695,Art_Gallery
438,Benedetti Gallery Inc,POINT (-73.99603743947266 40.72326204494683),52 Prince St,,-73.99603743947266,40.72326204494683,Art_Gallery
439,Bernarducci Meisel Gallery,POINT (-73.97603744051094 40.76406500441014),37 W 57th St,,-73.97603744051094,40.76406500441014,Art_Gallery
440,Bernstein David Primitive Art,POINT (-73.96377490774012 40.77042906088558),737 Park Ave,,-73.96377490774012,40.77042906088558,Art_Gallery
441,Berry-Hill Galleries Inc,POINT (-73.9667430851897 40.770844831227215),11 E 70th St,,-73.9667430851897,40.770844831227215,Art_Gallery
442,Beverly Sacks Fine Art,POINT (-73.9648004088197 40.76175802302484),229 E 60th St,,-73.9648004088197,40.76175802302484,Art_Gallery
443,Beyond the Wall,POINT (-73.97967536880768 40.754433283117876),529 5th Ave,,-73.97967536880768,40.754433283117876,Art_Gallery
444,BICYCLE PAINTINGS.COM,POINT (-73.98314702965975 40.71868691762229),106 Ridge Street,,-73.98314702965975,40.71868691762229,Art_Gallery
445,Big Cat Gallery,POINT (-73.98866228119658 40.72079932966255),154 Orchard Street,,-73.98866228119658,40.72079932966255,Art_Gallery
446,Bill Bace Gallery,POINT (-74.00271111656463 40.72252116551896),39 Wooster St,,-74.00271111656463,40.72252116551896,Art_Gallery
447,Bill Hodges Gallery,POINT (-73.97553999334467 40.76343700260623),24 W 57th St,,-73.97553999334467,40.76343700260623,Art_Gallery
448,Bitforms,POINT (-74.00682960405737 40.74649787405831),529 W 20th St,,-74.00682960405737,40.74649787405831,Art_Gallery
449,Black & Black Art Gallery,POINT (-73.7933657552114 40.70542390024909),9215 Merrick Blvd,,-73.7933657552114,40.70542390024909,Art_Gallery
450,Black & White Gallery Inc,POINT (-73.95464222868095 40.718442376759846),483 Driggs Ave,,-73.95464222868095,40.718442376759846,Art_Gallery
451,Bleier Milton A Corp,POINT (-73.97287192878989 40.75960676311047),386 Park Ave,,-73.97287192878989,40.75960676311047,Art_Gallery
452,Blue Mountain Gallery Inc,POINT (-74.00476841500598 40.74923625162883),530 W 25th St,,-74.00476841500598,40.74923625162883,Art_Gallery
453,Bodanna Inc,POINT (-73.9841197487225 40.726527210577046),123 E 7th St,,-73.9841197487225,40.726527210577046,Art_Gallery
454,Bolivar Arellano Gallery,POINT (-73.98391618028155 40.72761183175187),420 E 9th St,,-73.98391618028155,40.72761183175187,Art_Gallery
455,Bonakdar Jancou Gallery,POINT (-74.00611785599605 40.74700168705312),521 W 21st St,,-74.00611785599605,40.74700168705312,Art_Gallery
456,BORDEN JANET INC,POINT (-73.99768478344558 40.72404630376343),560 BROADWAY,,-73.99768478344558,40.72404630376343,Art_Gallery
457,Bose Pacia Modern,POINT (-74.00359348605816 40.74976022129376),508 W 26th St,,-74.00359348605816,40.74976022129376,Art_Gallery
458,Bound and Unbound,POINT (-74.00687162371617 40.75159814355892),601 W. 26th St,,-74.00687162371617,40.75159814355892,Art_Gallery
459,Bowery Gallery,POINT (-74.0048454378513 40.7492698417932),530 W 25th St,,-74.0048454378513,40.7492698417932,Art_Gallery
460,Brenda Taylor Gallery,POINT (-74.00382577002729 40.74935024583751),511 W. 25th Street,,-74.00382577002729,40.74935024583751,Art_Gallery
461,Bridgewater Gallery of Fine Arts Inc,POINT (-73.98412586213658 40.72292592490373),176 East 3rd Street,,-73.98412586213658,40.72292592490373,Art_Gallery
462,Bronx River Art Center,POINT (-73.87815507293308 40.84059708783155),1087 East Tremont Ave,,-73.87815507293308,40.84059708783155,Art_Gallery
463,Brooke Alexander Gallery,POINT (-74.00226165676219 40.72320925083491),59 Wooster St.,,-74.00226165676219,40.72320925083491,Art_Gallery
464,Brooklyn Arts Exchange,POINT (-73.98543282004819 40.66976941835214),421 Fifth Ave.,,-73.98543282004819,40.66976941835214,Art_Gallery
465,Brooklyn Fireproof,POINT (-73.92918028109621 40.70788792853058),119 Ingraham St,,-73.92918028109621,40.70788792853058,Art_Gallery
466,Broome Street Gallery the,POINT (-74.00262453001721 40.723386285969056),498 Broome St,,-74.00262453001721,40.723386285969056,Art_Gallery
467,Bruce Palmer Galleries,POINT (-73.97712674122711 40.79219979489217),180 Riverside Drive,,-73.97712674122711,40.79219979489217,Art_Gallery
468,Bruce Silverstein Gallery,POINT (-74.00514718956966 40.74712572614031),504 W. 22nd St.,,-74.00514718956966,40.74712572614031,Art_Gallery
469,Bruton Gallery Inc,POINT (-73.96984506060707 40.764310982455726),40 E 61st St,,-73.96984506060707,40.764310982455726,Art_Gallery
470,Buzzco Assoc Inc,POINT (-73.99375528599944 40.72583066510465),33 Bleecker St,,-73.99375528599944,40.72583066510465,Art_Gallery
471,C & M Arts,POINT (-73.96202951033725 40.775617472779885),45 E. 78th St.,,-73.96202951033725,40.775617472779885,Art_Gallery
472,Caelum Gallery,POINT (-74.00446731782955 40.75002305381688),526 W 26th St,,-74.00446731782955,40.75002305381688,Art_Gallery
473,Caldwell Snyder Gallery,POINT (-74.00041760702801 40.72589116418898),451 W Broadway,,-74.00041760702801,40.72589116418898,Art_Gallery
474,Candyland Films,POINT (-74.00091721530092 40.72028153197904),446 Broadway,,-74.00091721530092,40.72028153197904,Art_Gallery
475,Caravan International Co,POINT (-73.9535025179309 40.77813815345596),210 E 86th St,,-73.9535025179309,40.77813815345596,Art_Gallery
476,Carboni Inc,POINT (-73.98021697964026 40.755459551878126),2 W 45th St,,-73.98021697964026,40.755459551878126,Art_Gallery
477,Carley Ann M Atty,POINT (-73.9973611388614 40.722633690350754),73 Spring St,,-73.9973611388614,40.722633690350754,Art_Gallery
478,Carlton Rochell,POINT (-73.97170663665887 40.76238724724583),41 E 57th St,,-73.97170663665887,40.76238724724583,Art_Gallery
479,Carnegie Frame Inc,POINT (-73.98077111551655 40.76385541238935),160 W 55th St,,-73.98077111551655,40.76385541238935,Art_Gallery
480,Cartoon Gallery,POINT (-73.84605039041223 40.720381392925155),7028 Austin St,,-73.84605039041223,40.720381392925155,Art_Gallery
481,Cartoonews Gallery,POINT (-73.974107770942 40.76231329247612),721 5th Ave,,-73.974107770942,40.76231329247612,Art_Gallery
482,Casa Linda Galleries Inc,POINT (-73.9473830025364 40.78335247304253),300 E 95th St,,-73.9473830025364,40.78335247304253,Art_Gallery
483,Casey M Kaplan Inc,POINT (-74.00652923481697 40.741132496582004),416 W 14th St,,-74.00652923481697,40.741132496582004,Art_Gallery
484,Catherine Conway Inc,POINT (-73.9982052041324 40.73684463256616),112 W 13th St,,-73.9982052041324,40.73684463256616,Art_Gallery
485,Cavaliero Fine Arts,POINT (-73.99156925539044 40.75282326623039),242 W 36th St,,-73.99156925539044,40.75282326623039,Art_Gallery
486,Cavin-Morris,POINT (-73.9977986844257 40.723899092548244),560 Broadway,,-73.9977986844257,40.723899092548244,Art_Gallery
487,Cds Gallery,POINT (-73.96117091996693 40.77570413829265),74 E 79th St,,-73.96117091996693,40.77570413829265,Art_Gallery
488,Celtic Art,POINT (-73.94476783424302 40.746401426012),2415 Jackson Ave,,-73.94476783424302,40.746401426012,Art_Gallery
489,Century Artists Inc,POINT (-74.00473558135599 40.74941972749017),530 W 25th St,,-74.00473558135599,40.74941972749017,Art_Gallery
490,Ceres Gallery,POINT (-74.00452368669892 40.7513240583896),547 W 27th St,,-74.00452368669892,40.7513240583896,Art_Gallery
491,Ceres Gallery,POINT (-73.99703728520817 40.72479496325291),584 Broadway,,-73.99703728520817,40.72479496325291,Art_Gallery
492,Cfm Gallery,POINT (-73.99942509620003 40.7245719123004),112 Greene St,,-73.99942509620003,40.7245719123004,Art_Gallery
493,Chappell Gallery,POINT (-74.00446166325382 40.75015743023644),526 W 26th St,,-74.00446166325382,40.75015743023644,Art_Gallery
494,Chat Noir Design,POINT (-73.93207458950114 40.859297374170694),295 Bennett Ave,,-73.93207458950114,40.859297374170694,Art_Gallery
495,Cheim & Read,POINT (-74.00513583496961 40.75001940951716),547 W 25th St,,-74.00513583496961,40.75001940951716,Art_Gallery
496,Chelsea Ceramic Guild,POINT (-73.99869441074755 40.74238759923636),233 W 19th St,,-73.99869441074755,40.74238759923636,Art_Gallery
497,China 2000,POINT (-73.97319626715543 40.76285383147861),5 E 57th St,,-73.97319626715543,40.76285383147861,Art_Gallery
498,China 2000 Fine Arts,POINT (-73.95334298863992 40.76900975698234),434A East 75th Street,,-73.95334298863992,40.76900975698234,Art_Gallery
499,Chinatown Frame & Art Inc,POINT (-73.99658767895113 40.71670513429927),40 Elizabeth St,,-73.99658767895113,40.71670513429927,Art_Gallery
500,Chinoh Art Gallery,POINT (-73.99315955728967 40.73615406197117),69 5th Ave,,-73.99315955728967,40.73615406197117,Art_Gallery
501,Chowder Inc,POINT (-73.9928117143286 40.73915340718913),15 W 18th St,,-73.9928117143286,40.73915340718913,Art_Gallery
502,Christiane Nienaber Contemporary Art,POINT (-73.99227383034534 40.72199731357535),191 Chrystie St,,-73.99227383034534,40.72199731357535,Art_Gallery
503,Christine Burgin Gallery,POINT (-73.99954508014842 40.741998855079025),243 W 18th St,,-73.99954508014842,40.741998855079025,Art_Gallery
504,Cinque Gallery,POINT (-73.99759293518275 40.723977353489985),560 BROADWAY,,-73.99759293518275,40.723977353489985,Art_Gallery
505,Claire Oliver Fine Arts Inc,POINT (-74.00338485238753 40.750088833951594),513 West 26th Street,,-74.00338485238753,40.750088833951594,Art_Gallery
506,Clampart,POINT (-74.0046388004567 40.74977517556294),531 W 25th St,,-74.0046388004567,40.74977517556294,Art_Gallery
507,Clementine Gallery,POINT (-74.00610794104533 40.75209329454193),623 W 27th St,,-74.00610794104533,40.75209329454193,Art_Gallery
508,Clinton Hill Simply Art & Framing,POINT (-73.96081858855342 40.69419973833638),583 Myrtle Ave,,-73.96081858855342,40.69419973833638,Art_Gallery
509,Coda Gallery,POINT (-74.00156428959271 40.7228952359004),472 Broome St,,-74.00156428959271,40.7228952359004,Art_Gallery
510,Cole Sylvan Gallery,POINT (-73.97735639962028 40.764657700242466),101 W 57th St,,-73.97735639962028,40.764657700242466,Art_Gallery
511,College of Staten Island - Center for the Arts,POINT (-74.14969498644858 40.59966211624753),2800 Victory Blvd.,,-74.14969498644858,40.59966211624753,Art_Gallery
512,Columbia University - Miriam and Ira D.Wallach Art Gallery,POINT (-73.96041689796523 40.80854103175546),1190 Amsterdam Ave,,-73.96041689796523,40.80854103175546,Art_Gallery
513,Columbus Art Gallery Inc,POINT (-73.97130508413868 40.78831274243924),588 Columbus Ave,,-73.97130508413868,40.78831274243924,Art_Gallery
514,Columbus Circle Gallery,POINT (-73.98122765129693 40.767337596838594),1800 Broadway,,-73.98122765129693,40.767337596838594,Art_Gallery
515,Commerce Graphics Ltd Inc,POINT (-73.95232972645383 40.76774167526338),504 E 74th St,,-73.95232972645383,40.76774167526338,Art_Gallery
516,Common Ground,POINT (-73.99533452627297 40.7386880809658),55 W 16th St,,-73.99533452627297,40.7386880809658,Art_Gallery
517,Conner Rosenkranz,POINT (-73.96490958939056 40.77346565558056),19 E 74th St,,-73.96490958939056,40.77346565558056,Art_Gallery
518,Contemporary African Art,POINT (-73.96880031818482 40.80321373735236),330 W 108th St,,-73.96880031818482,40.80321373735236,Art_Gallery
519,Contemporary art gallery in Chelsea. Wooster Gardens,POINT (-73.99759430263842 40.72367259056902),558 Broadway,,-73.99759430263842,40.72367259056902,Art_Gallery
520,Cook Fine Art,POINT (-73.96110242662888 40.77724263728855),1063 Madison Ave,,-73.96110242662888,40.77724263728855,Art_Gallery
521,Coploff Gallery,POINT (-74.00455453174276 40.75002046684971),526 W. 26th Street,,-74.00455453174276,40.75002046684971,Art_Gallery
522,Cordier & Ekstrom Inc,POINT (-73.95352973471765 40.76951265923006),417 E 75th St,,-73.95352973471765,40.76951265923006,Art_Gallery
523,"Corning Gallery at Steuben, The",POINT (-73.97028166426591 40.76449624945973),667 Madison Ave.,,-73.97028166426591,40.76449624945973,Art_Gallery
524,Cowles Charles Gallery Inc,POINT (-74.00542084214204 40.74933735680623),537 W 24th St,,-74.00542084214204,40.74933735680623,Art_Gallery
525,Creative Art USA Inc,POINT (-74.0049746202106 40.726154556319926),30 Vandam St,,-74.0049746202106,40.726154556319926,Art_Gallery
526,Crg Art Gallery,POINT (-74.00613861893268 40.747791970281675),535 W 22nd St,,-74.00613861893268,40.747791970281675,Art_Gallery
527,Criswick Assoc,POINT (-73.97180489195577 40.749019477708224),325 E 41st St,,-73.97180489195577,40.749019477708224,Art_Gallery
528,Crown Art Gallery Inc,POINT (-73.98510259493322 40.7606295440217),1609 Broadway,,-73.98510259493322,40.7606295440217,Art_Gallery
529,Crystal Art Gallery,POINT (-73.9884446804236 40.74413705033391),230 5th Ave,,-73.9884446804236,40.74413705033391,Art_Gallery
530,Cuban Art Space,POINT (-73.99422632616184 40.748659539526265),231 West 29th Street,,-73.99422632616184,40.748659539526265,Art_Gallery
531,Cuchifritos,POINT (-73.98763036458672 40.719134872515085),120 Essex St,,-73.98763036458672,40.719134872515085,Art_Gallery
532,Culture Art Gallery Llc,POINT (-74.0013730500698 40.72477529364541),415 W Broadway,,-74.0013730500698,40.72477529364541,Art_Gallery
533,Culture Crossing Inc,POINT (-73.95466929760467 40.785582110662745),40 E 94th St,,-73.95466929760467,40.785582110662745,Art_Gallery
534,Curatorial Art Advisory Service,POINT (-73.991839113497 40.73721433725364),5 E 16th St,,-73.991839113497,40.73721433725364,Art_Gallery
535,Cypher Editions,POINT (-74.0030602341102 40.721523477818316),22 Wooster St,,-74.0030602341102,40.721523477818316,Art_Gallery
536,Czech Center,POINT (-73.95642199661727 40.76912228742895),321 E 73rd St,,-73.95642199661727,40.76912228742895,Art_Gallery
537,Dactyl Foundation for the Arts,POINT (-74.00318448262557 40.72232071981226),64 Grand St.,,-74.00318448262557,40.72232071981226,Art_Gallery
538,Dai Ichi Arts,POINT (-73.96959312029144 40.753954555993076),249 E 48th St,,-73.96959312029144,40.753954555993076,Art_Gallery
539,Dalva Brothers Inc,POINT (-73.96290104490528 40.77466684832077),52 East 77th Street,,-73.96290104490528,40.77466684832077,Art_Gallery
540,D'amelio-Terras,POINT (-74.0055520248167 40.74761065159657),525 W 22nd St,,-74.0055520248167,40.74761065159657,Art_Gallery
541,Damp Frog Productions Inc,POINT (-73.99227135502149 40.714570461315674),1 Orchard St,,-73.99227135502149,40.714570461315674,Art_Gallery
542,Danese,POINT (-74.00526783363229 40.74917263162958),535 W 24th St,,-74.00526783363229,40.74917263162958,Art_Gallery
543,Danette Koke Fine Art,POINT (-74.00855042211563 40.736795505405766),55 Bethune St,,-74.00855042211563,40.736795505405766,Art_Gallery
544,Daniel H Roberts Studio,POINT (-74.00910862531528 40.723234499825296),9 Desbrosses Street,,-74.00910862531528,40.723234499825296,Art_Gallery
545,David Killen Fine Arts,POINT (-73.95066796118358 40.782015393252806),1641 3rd Ave,,-73.95066796118358,40.782015393252806,Art_Gallery
546,David Nolan New York,POINT (-74.00267817786079 40.752214461415825),527 W 29th St,,-74.00267817786079,40.752214461415825,Art_Gallery
547,Davis Leron Galries,POINT (-73.96910832179955 40.76723679475443),746 Madison Ave,,-73.96910832179955,40.76723679475443,Art_Gallery
548,DC Moore Gallery,POINT (-73.97447205322294 40.76266950704102),724 5th Ave,,-73.97447205322294,40.76266950704102,Art_Gallery
549,Dca Gallery,POINT (-74.00542351894609 40.74755765301907),525 W 22nd St,,-74.00542351894609,40.74755765301907,Art_Gallery
550,De Nagy Tibor Art Gallery,POINT (-73.97457852897854 40.76270743101199),724 5th Ave,,-73.97457852897854,40.76270743101199,Art_Gallery
551,Dean Andree M,POINT (-73.9570627331135 40.77982311306998),1035 Park Ave,,-73.9570627331135,40.77982311306998,Art_Gallery
552,Debs & Co,POINT (-74.00385234258083 40.750174752747),531 W 26th St,,-74.00385234258083,40.750174752747,Art_Gallery
553,Greer Gallery Inc,POINT (-74.00186315287489 40.7239389109311),81 Wooster St,,-74.00186315287489,40.7239389109311,Art_Gallery
554,Grimm Jay Gallery,POINT (-74.00212168209907 40.7510595149452),505 W 28th St,,-74.00212168209907,40.7510595149452,Art_Gallery
555,Guggenheim Asher Assocs Inc,POINT (-73.9990622110042 40.7372488643944),138 W 13th St,,-73.9990622110042,40.7372488643944,Art_Gallery
556,Guggenheim Asher Assocs Inc,POINT (-73.99910998490243 40.73718457573518),138 W 13th St,,-73.99910998490243,40.73718457573518,Art_Gallery
557,Guy Regal Ltd,POINT (-73.96495626685143 40.76188643835601),223 E 60th St,,-73.96495626685143,40.76188643835601,Art_Gallery
558,Hall & Knight U S A Ltd,POINT (-73.96794454875419 40.768910155623715),21 E 67th St,,-73.96794454875419,40.768910155623715,Art_Gallery
559,Hammer Galleries,POINT (-73.975734568345 40.76401470369091),33 W 57th St,,-73.975734568345,40.76401470369091,Art_Gallery
560,Hanover Sq Gallery,POINT (-73.97128381308526 40.676988341293075),202 Park Place,,-73.97128381308526,40.676988341293075,Art_Gallery
561,Harari & Johns Inc,POINT (-73.95977553480449 40.778105575324446),63 E 82nd St,,-73.95977553480449,40.778105575324446,Art_Gallery
562,Harlan & Weaver Intaglio,POINT (-73.99305508913066 40.71550207928403),83 Canal St,,-73.99305508913066,40.71550207928403,Art_Gallery
563,Harlem Art Gallery,POINT (-73.94805168745432 40.8036180850416),86 W 119th St,,-73.94805168745432,40.8036180850416,Art_Gallery
564,Hazlitt Gooden & Fox,POINT (-73.9640012351852 40.77471647280008),17 E 76th St,,-73.9640012351852,40.77471647280008,Art_Gallery
565,Healing Arts,POINT (-73.96002001571911 40.71967845207522),135 Wythe Ave.,,-73.96002001571911,40.71967845207522,Art_Gallery
566,Heilman Phillip Douglas,POINT (-73.92493699902394 40.6984896734577),1336 Dekalb Ave,,-73.92493699902394,40.6984896734577,Art_Gallery
567,Heller Gallery,POINT (-74.0067206428654 40.74120764729715),420 W. 14th St.,,-74.0067206428654,40.74120764729715,Art_Gallery
568,Helly Nahmad Gallery Inc,POINT (-73.96323779489721 40.774416430969474),975 Madison Ave,,-73.96323779489721,40.774416430969474,Art_Gallery
569,Hemingway African Gallery,POINT (-73.9655457665656 40.7581241408079),1050 2nd Ave,,-73.9655457665656,40.7581241408079,Art_Gallery
570,Henoch Gallery,POINT (-74.0053147575198 40.75002818583608),555 W 25th St,,-74.0053147575198,40.75002818583608,Art_Gallery
571,Hirschl & Adler Galleries,POINT (-73.96647641081128 40.77076084144848),21 E. 70th St.,,-73.96647641081128,40.77076084144848,Art_Gallery
572,Historical Design Collection Inc,POINT (-73.96284773040335 40.761389379957556),306 E 61st St,,-73.96284773040335,40.761389379957556,Art_Gallery
573,Hochman Irena Fine Art Ltd,POINT (-73.96078341201554 40.77848561052193),1100 Madison Ave,,-73.96078341201554,40.77848561052193,Art_Gallery
574,HOFFELD JEFFREY & CO,POINT (-73.94890830099149 40.77816244331415),360 E 88TH ST,,-73.94890830099149,40.77816244331415,Art_Gallery
575,Holmberg I,POINT (-73.98065901634286 40.75150284613401),280 Madison Ave,,-73.98065901634286,40.75150284613401,Art_Gallery
576,Honda Fine Art,POINT (-73.99246319880072 40.72642837625517),55 Great Jones St,,-73.99246319880072,40.72642837625517,Art_Gallery
577,Hoorn-Ashby Gallery,POINT (-73.96860379433987 40.767882883252746),766 Madison Ave,,-73.96860379433987,40.767882883252746,Art_Gallery
578,Horan Vivian Fine Art,POINT (-73.9670738408604 40.768537070095064),35 E 67th St,,-73.9670738408604,40.768537070095064,Art_Gallery
579,Horus Art Enterprises,POINT (-73.96351076201721 40.764803819817715),200 E 65th St,,-73.96351076201721,40.764803819817715,Art_Gallery
580,Howard Greenberg Gallery,POINT (-73.97186782969052 40.76244504777328),41 E 57th St,,-73.97186782969052,40.76244504777328,Art_Gallery
581,Howard Nowes Ancient Art,POINT (-73.98814826963647 40.74691119903928),1220 Broadway,,-73.98814826963647,40.74691119903928,Art_Gallery
582,Howard Scott Gallery,POINT (-73.95345448354107 40.77461119589775),303 East 81st Street,,-73.95345448354107,40.77461119589775,Art_Gallery
583,Hubert Gallery,POINT (-73.96187638479367 40.776947514032074),1046 Madison Ave,,-73.96187638479367,40.776947514032074,Art_Gallery
584,Hubert Gallery North,POINT (-73.96193403425211 40.776872063779045),1046 Madison Ave,,-73.96193403425211,40.776872063779045,Art_Gallery
585,Hut Gallery the,POINT (-73.98698065821226 40.688071767104695),84 Hoyt St,,-73.98698065821226,40.688071767104695,Art_Gallery
586,Hutton Leonard Galleries,POINT (-73.97191597124912 40.76237510383545),41 E 57th St,,-73.97191597124912,40.76237510383545,Art_Gallery
587,Hutton Leonard Galleries Facs,POINT (-73.97196242180334 40.76231286147938),41 E 57th St,,-73.97196242180334,40.76231286147938,Art_Gallery
588,Hw Gerst,POINT (-73.96458035810642 40.77531717502446),955 5th Ave,,-73.96458035810642,40.77531717502446,Art_Gallery
589,I & L Image Corp,POINT (-74.00694991806704 40.74654218708572),529 W 20th St,,-74.00694991806704,40.74654218708572,Art_Gallery
590,I C Editions,POINT (-74.00516169402023 40.748773512319616),522 West 24 Street,,-74.00516169402023,40.748773512319616,Art_Gallery
591,I Perry,POINT (-74.00978326525507 40.72561866772278),481 Washington St,,-74.00978326525507,40.72561866772278,Art_Gallery
592,Illustration House Inc,POINT (-73.99252245382793 40.74424858093448),110 W 25th St,,-73.99252245382793,40.74424858093448,Art_Gallery
593,Images Corporate Art Services,POINT (-73.96308722144697 40.75708480426336),400 E 56th St,,-73.96308722144697,40.75708480426336,Art_Gallery
