,Names,Geometry,Address,Lattitude,Longitude,Category,Details
0,O'reilly William & Co Ltd,POINT (-73.96273074561996 40.773800871637576),52 E 76th St,-73.96273074562,40.7738008716376,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/oreilly_william__co_ltd.806/whats_nearby.aspx
1,Organization of Independent Artists - Gallery 402,POINT (-74.0093857886298 40.71646850931738),19 Hudson St.,-74.0093857886298,40.7164685093174,Art_Gallery,Learn more at :http://www.nonprofitgallery.com/main/usa/ny/oia.html
2,Owen Gallery,POINT (-73.96435178145856 40.7740008522409),19 E 75th St,-73.9643517814586,40.7740008522409,Art_Gallery,Learn more at :http://www.owengallery.com/about-us
3,P P O W Gallerie,POINT (-74.00389261044238 40.74958540084406),511 W 25th St,-74.0038926104424,40.7495854008441,Art_Gallery,Learn more at :http://www.ppowgallery.com/
4,P P O W Inc,POINT (-74.00176389614576 40.72290742771331),476 Broome St,-74.0017638961458,40.7229074277133,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/p_p_o_w_inc.260/whats_nearby.aspx
5,P S 122 Gallery,POINT (-73.98437148002196 40.72816774159305),150 1st Ave,-73.984371480022,40.728167741593,Art_Gallery,Learn more at :http://ps122gallery.org/
6,Pace Editions,POINT (-73.99437670706857 40.73920194963794),44 W 18th St,-73.9943767070686,40.7392019496379,Art_Gallery,Learn more at :http://www.ziplocal.com/companies/103327232-Pace-Editions
7,Pace MacGill Gallery,POINT (-73.97202174911459 40.76194965113893),32 E. 57th St.,-73.9720217491146,40.7619496511389,Art_Gallery,Learn more at :http://www.pacemacgill.com/exhibitions.html
8,Pace Prints & Primitive Gallery,POINT (-73.97211461855828 40.76183646853851),32 E. 57th St.,-73.9721146185583,40.7618364685385,Art_Gallery,Learn more at :http://www.paceprints.com/
9,Pace Wildenstein,POINT (-73.97207691758459 40.761886074501135),32 E 57th St,-73.9720769175846,40.7618860745011,Art_Gallery,Learn more at :http://www.pacewildenstein.com/
10,Pace Wildenstein,POINT (-74.00495117630976 40.749448279774704),534 W 25th St,-74.0049511763098,40.7494482797747,Art_Gallery,Learn more at :http://www.pacewildenstein.com/
11,Pace Wildenstein,POINT (-73.97207691758459 40.761886074501135),32 E 57th St,-73.9720769175846,40.7618860745011,Art_Gallery,Learn more at :http://www.pacewildenstein.com/uploads/exhibitions/keith%20tyson_with%20images_new.pdf
12,Pace Wildenstein,POINT (-74.00495117630976 40.749448279774704),534 W 25th St,-74.0049511763098,40.7494482797747,Art_Gallery,Learn more at :http://www.pacewildenstein.com/uploads/exhibitions/keith%20tyson_with%20images_new.pdf
13,Paige's Art Gallery,POINT (-73.95927392718306 40.815000699601086),3163 Broadway,-73.9592739271831,40.8150006996011,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/paiges_art_gallery.1731/editorial_review.aspx
14,PaineWebber Gallery,POINT (-73.98058386642786 40.76118894257876),1285 Sixth Ave.,-73.9805838664279,40.7611889425788,Art_Gallery,Learn more at :http://www.tfaoi.com/aa/1aa/1aa458.htm
15,Paint Can Studios,POINT (-73.92794008275476 40.755157871293065),3608 34th St,-73.9279400827548,40.7551578712931,Art_Gallery,Learn more at :http://ny.serviceslisted.com/1655944-PaintCanStudios.htm
16,Paley Barbara K,POINT (-73.98148007125768 40.76637001937273),1776 Broadway,-73.9814800712577,40.7663700193727,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/paley_barbara_k.796/map_location.aspx
17,Pall William Inc,POINT (-73.96481233836307 40.764508738680895),188 E 64th St,-73.9648123383631,40.7645087386809,Art_Gallery,Learn more at :http://local.botw.org/New_York/New_York/Pall_William_Inc/56447150.html
18,Palmer Meredith Gallery,POINT (-73.95482248967467 40.78563341564519),40 E 94th St,-73.9548224896747,40.7856334156452,Art_Gallery,Learn more at :http://www.artinfo.com/galleryguide/12649/1149/meredith-palmer-gallery-ltd/visit/
19,Pandora Old Masters,POINT (-73.9608164118453 40.76789235225353),212 E 70th St,-73.9608164118453,40.7678923522535,Art_Gallery,Learn more at :http://www.salondudessin.com/an/anpandora.html
20,Pardo Sheenan Galleries Ltd,POINT (-73.98156101599031 40.74489610149597),121 E 31st St,-73.9815610159903,40.744896101496,Art_Gallery,Learn more at :http://web2.userinstinct.com/30816848-pardo-sheenan-galleries-ltd.htm
21,Parker's Box,POINT (-73.9604447082016 40.714309158269266),193 Grand St,-73.9604447082016,40.7143091582693,Art_Gallery,Learn more at :http://www.parkersbox.com/exhibitions/current/08/EDITH_PressRelease.pdf
22,Parsons Galleries,POINT (-73.9947818620198 40.73539495311296),2 W. 13th St.,-73.9947818620198,40.735394953113,Art_Gallery,Learn more at :http://www.parsonswest.com/
23,Patricia Laligant Photographs,POINT (-73.99282054710083 40.74676020721873),150 W 28th St,-73.9928205471008,40.7467602072187,Art_Gallery,Learn more at :http://www.patricialaligant.com/intro.htm
24,Patrick's Gallery,POINT (-73.99851017182027 40.741868777110206),220 W 19th St,-73.9985101718203,40.7418687771102,Art_Gallery,Learn more at :http://outalot.com/listings/318942-Patricks-Gallery
25,Paul Kasmin Gallery,POINT (-74.00272285706035 40.75019275007833),293 10th Ave,-74.0027228570603,40.7501927500783,Art_Gallery,Learn more at :http://www.paulkasmingallery.com/
26,Paula Cooper Gallery,POINT (-74.0068977266516 40.74691990132535),534 W. 21st St.,-74.0068977266516,40.7469199013253,Art_Gallery,Learn more at :http://www.paulacoopergallery.com/
27,Peck Ian Fine Paintings Ltd,POINT (-73.9636501275563 40.77476053223472),980 Madison Ave,-73.9636501275563,40.7747605322347,Art_Gallery,Learn more at :http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489D01E8-3048-28EB-92857B8592DAED09
28,Peder Bonnier Inc,POINT (-73.99623914232185 40.7440599458188),206 W 23rd St,-73.9962391423219,40.7440599458188,Art_Gallery,Learn more at :http://web2.userinstinct.com/30816857-peder-bonnier-inc.htm
29,Perimeter Gallery,POINT (-74.00389939402838 40.74938125319496),511 W 25th St,-74.0038993940284,40.749381253195,Art_Gallery,Learn more at :http://www.spoke.com/info/c633Fr3/PerimeterGalleryInc
30,Perlow Rich Katharina Gallery Inc,POINT (-73.97163996489826 40.76236540983018),41 E 57th St,-73.9716399648983,40.7623654098302,Art_Gallery,Learn more at :http://www.artnet.com/katharinarichperlow.html
31,Peter L Villa Fine Art,POINT (-73.97029437215403 40.761169700561084),110 E 57th St,-73.970294372154,40.7611697005611,Art_Gallery,Learn more at :http://peterlvillafineart.com/
32,Peter Rose Gallery,POINT (-73.96690494675263 40.760575546804205),200 E 58th St,-73.9669049467526,40.7605755468042,Art_Gallery,Learn more at :http://peterrosegallery.com/
33,Peters Gerald Gallery,POINT (-73.96316937082618 40.775663560369196),24 E 78th St,-73.9631693708262,40.7756635603692,Art_Gallery,Learn more at :http://www.gpgallery.com/
34,Phoenix Design Ltd,POINT (-73.77059062315153 40.76366854810639),21415 41st Ave,-73.7705906231515,40.7636685481064,Art_Gallery,Learn more at :http://www.topix.net/yp/flushing-ny/2161581053-phoenix-design-ltd
35,Phoenix Gallery,POINT (-74.00599166531202 40.749775251812174),210 ELEVENTH AVENUE,-74.005991665312,40.7497752518122,Art_Gallery,Learn more at :http://www.phoenix-gallery.com/phoenixgalleryfellowship2009.pdf
36,Phoneup,POINT (-73.9950260483218 40.71651671861807),55 Chrystie St,-73.9950260483218,40.7165167186181,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/phoneup.642/map_location.aspx
37,Photo & Art Gallery,POINT (-73.75339446579802 40.60296210069956),1023 Beach 20th St,-73.753394465798,40.6029621006996,Art_Gallery,Learn more at :http://www.yelp.com/biz/photo-and-art-gallery-far-rockaway
38,Photo Collection Gagliardi,POINT (-73.99269646708568 40.7406376655353),27 W 20th St,-73.9926964670857,40.7406376655353,Art_Gallery,Learn more at :http://www.gagliardiphoto.com/contact.htm
39,Photo District Gallery,POINT (-73.99310574442202 40.74080485280703),37 W 20th St,-73.993105744422,40.740804852807,Art_Gallery,Learn more at :http://wap.outalot.com/listings/319183-Photo-District-Gallery
40,Phyllis Lucas Gallery Inc,POINT (-73.96795085870986 40.75614508447523),981 2nd Ave,-73.9679508587099,40.7561450844752,Art_Gallery,Learn more at :http://www.phyllislucasgallery.com/
41,Picture This Corporate Art,POINT (-73.99260350161633 40.68324193641588),249 Smith Street,-73.9926035016163,40.6832419364159,Art_Gallery,Learn more at :http://www.ptcanyc.com/
42,Pierogi 2000,POINT (-73.95578160004416 40.718750345970065),177 N 9th St,-73.9557816000442,40.7187503459701,Art_Gallery,Learn more at :http://www.pierogi2000.com/
43,Place Des Vosges,POINT (-73.99094407977347 40.73276121745574),816 Broadway,-73.9909440797735,40.7327612174557,Art_Gallery,Learn more at :http://local.yahoo.com/info-11035506-place-des-vosges-manhattan
44,Plane Space,POINT (-74.00518362849395 40.73439963410778),102 Charles St,-74.005183628494,40.7343996341078,Art_Gallery,Learn more at :http://www.artinfo.com/galleryguide/20261/6796/115454/plane-space-new-york/exhibition/gangbusters/
45,Plaster Palace,POINT (-73.98315035383828 40.62575957274058),5305 18th Ave,-73.9831503538383,40.6257595727406,Art_Gallery,Learn more at :http://www.merchantcircle.com/business/Plaster.Palace.718-621-3175
46,Plaza Holding Inc,POINT (-73.97568005712148 40.76226036307528),15 W 55th St,-73.9756800571215,40.7622603630753,Art_Gallery,Learn more at :http://m.nyc.com/arts__attractions/plaza_holding_inc.300/map_location.aspx
47,Plaza Holding Inc,POINT (-73.9757536168505 40.762158820594074),15 W 55th St,-73.9757536168505,40.7621588205941,Art_Gallery,Learn more at :http://m.nyc.com/arts__attractions/plaza_holding_inc.300/map_location.aspx
48,Plaza Holding Inc,POINT (-73.97568005712148 40.76226036307528),15 W 55th St,-73.9756800571215,40.7622603630753,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/plaza_holding_inc.300/whats_nearby.aspx
49,Plaza Holding Inc,POINT (-73.9757536168505 40.762158820594074),15 W 55th St,-73.9757536168505,40.7621588205941,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/plaza_holding_inc.300/whats_nearby.aspx
50,Plaza Watch & Jewelry Exchange,POINT (-73.97867413980654 40.7652614379812),145 W 57th St,-73.9786741398065,40.7652614379812,Art_Gallery,Learn more at :http://local.botw.org/New_York/New_York/Plaza_Watch_and_Jewelry_Exchange/55631196.html
51,Pleiades Gallery,POINT (-74.004770690104 40.74937493397012),530 W 25th St,-74.004770690104,40.7493749339701,Art_Gallery,Learn more at :http://www.pleiadesgallery.com/index.html
52,Plum Blossom Gallery,POINT (-74.0053735768785 40.7501763280434),555 W 25th St,-74.0053735768785,40.7501763280434,Art_Gallery,Learn more at :http://www.plumblossoms.com/
53,Polizzi Fine Art,POINT (-74.02860202478092 40.628876223412206),7813 3rd Ave,-74.0286020247809,40.6288762234122,Art_Gallery,Learn more at :http://www.polizzifineart.com/
54,Poller Leah,POINT (-73.99973975533851 40.72417671147656),98 Greene St,-73.9997397553385,40.7241767114766,Art_Gallery,Learn more at :http://www.sculpture.org/portfolio/sculptorPage.php?sculptor_id=1003310
55,Portara Gallery,POINT (-73.76753263900895 40.75653978324558),4720A Bell Blvd,-73.7675326390089,40.7565397832456,Art_Gallery,Learn more at :http://newyork.citysearch.com/profile/map/12036088/bayside_ny/portara_gallery.html
56,Portico Fine Art,POINT (-74.0008266559124 40.724259321517835),139 Spring St,-74.0008266559124,40.7242593215178,Art_Gallery,Learn more at :http://www.porticony.com/
57,Portrait Gallery,POINT (-73.92228135415756 40.60993574125617),5100 Kings Plz,-73.9222813541576,40.6099357412562,Art_Gallery,Learn more at :http://brooklyn.ny.povo.com/Portrait_Gallery_%28Kings_Highway%29
58,Postmasters Gallery,POINT (-74.00534660392837 40.745202434263945),459 W 19th St,-74.0053466039284,40.7452024342639,Art_Gallery,Learn more at :http://www.postmastersart.com/
59,Praxis International Art,POINT (-73.96513542144585 40.77277684295719),25 E 73rd St,-73.9651354214459,40.7727768429572,Art_Gallery,Learn more at :http://galleries.absolutearts.com/galleries/praxis-art/index.html
60,Prieto International Attorney In Fact Johnpoll,POINT (-74.00723565260127 40.71024984423636),127 Fulton St,-74.0072356526013,40.7102498442364,Art_Gallery,Learn more at :http://m.nyc.com/arts__attractions/prieto_international_attorney_in_fact_johnpoll.793/whats_nearby.aspx?sec=pha
61,Prince Street Gallery,POINT (-74.00469480010908 40.749337897473445),530 W 25th St,-74.0046948001091,40.7493378974734,Art_Gallery,Learn more at :http://www.princestreetgallery.com/contact.html
62,Professional Fine Arts Svces Inc,POINT (-73.99573169554829 40.74191723417448),141 W 20th St,-73.9957316955483,40.7419172341745,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/professional_fine_arts_svces_inc.724/editorial_review.aspx
63,Proposition the,POINT (-74.00714842024912 40.74820539748208),162 11th Ave,-74.0071484202491,40.7482053974821,Art_Gallery,Learn more at :http://www.theproposition.com/
64,Public Art Fund,POINT (-73.97518753856254 40.760375484073926),1 E. 53d St.,-73.9751875385625,40.7603754840739,Art_Gallery,Learn more at :http://www.publicartfund.org/
65,Puerto Rican Work Shop Inc,POINT (-73.94672759344712 40.7926998453047),121 E 106th St,-73.9467275934471,40.7926998453047,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/puerto_rican_work_shop_inc.1733/whats_nearby.aspx
66,Pushman Gallery Inc,POINT (-73.979913078835 40.76499908899108),154 W 57th St,-73.979913078835,40.7649990889911,Art_Gallery,Learn more at :http://local.botw.org/New_York/New_York/Pushman_Gallery_Inc/10887507.html
67,Pytlak Art Studio,POINT (-73.94988527250548 40.71427612774082),573 Metropolitan Ave,-73.9498852725055,40.7142761277408,Art_Gallery,Learn more at :http://www.anitapytlak.net/uk/index.html
68,Queen Art Publishers Inc,POINT (-74.00979549289632 40.72549195065175),481 Washington St,-74.0097954928963,40.7254919506518,Art_Gallery,Learn more at :http://www.lights.ca/publisher/db/9/3739.html
69,Questroyal Fine Art,POINT (-73.96001773937685 40.77572380172859),903 Park Ave,-73.9600177393769,40.7757238017286,Art_Gallery,Learn more at :http://www.questroyalfineart.com/
70,Rabenou Yris Ancient Arts,POINT (-73.96383620358236 40.762223977689416),249 E 61st St,-73.9638362035824,40.7622239776894,Art_Gallery,Learn more at :http://www.antiquecollectiblestore.com/detail/48742/rabenou-yris-ancient-arts.html
71,Radio House Gallery,POINT (-74.00698522749778 40.75178267196637),601 W 26th St,-74.0069852274978,40.7517826719664,Art_Gallery,Learn more at :http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489D6139-3048-28EB-92ED919F6F1756B9
72,Rafael Gallery,POINT (-73.96484847311721 40.76106891398838),241 E 59th St,-73.9648484731172,40.7610689139884,Art_Gallery,Learn more at :http://www.getfave.com/locations/888896-rafael-gallery
73,Rainbow Fine Art Inc,POINT (-73.96108478026073 40.77866480998064),15 E 82nd St,-73.9610847802607,40.7786648099806,Art_Gallery,Learn more at :http://local.botw.org/New_York/New_York/Rainbow_Fine_Art_Inc/11030300.html
74,Ralph Chait Galleries Inc,POINT (-73.97472467424907 40.76269798806097),724 5th Ave,-73.9747246742491,40.762697988061,Art_Gallery,Learn more at :http://www.rmchait.com/
75,Randel Gallery Inc,POINT (-73.96194182288089 40.77557044121497),49 East 78th Street,-73.9619418228809,40.775570441215,Art_Gallery,Learn more at :http://www.antiquesandfineart.com/dealers/about.cfm?id=427&ap=1
76,Randolph & Tate Assocs,POINT (-73.98804680373928 40.74435684322828),234 5th Ave,-73.9880468037393,40.7443568432283,Art_Gallery,Learn more at :http://directory.northjersey.com/randolph+tate+assocs.9.7658139p.home.html
77,Raphael Fodde Editions,POINT (-73.98997735599107 40.70208740023595),70 WASHINGTON ST,-73.9899773559911,40.702087400236,Art_Gallery,Learn more at :http://www.yelp.com/biz/raphael-fodde-editions-brooklyn
78,Rare art Gallery,POINT (-74.00368999417438 40.75021572567968),521 W 26th St Bsmt,-74.0036899941744,40.7502157256797,Art_Gallery,Learn more at :http://www.rare-gallery.com/
79,Raydon Gallery,POINT (-73.96032667632238 40.77833720539059),1091 Madison Ave,-73.9603266763224,40.7783372053906,Art_Gallery,Learn more at :http://www.rateitall.com/i-410005-raydon-gallery.aspx
80,Red Dot,POINT (-73.99505920460594 40.74274457506512),140 W 22nd St,-73.9950592046059,40.7427445750651,Art_Gallery,Learn more at :http://www.rateitall.com/i-410007-red-dot.aspx
81,Reece Galleries Inc The,POINT (-73.97570995606252 40.7633560679256),24 W 57th St,-73.9757099560625,40.7633560679256,Art_Gallery,Learn more at :http://www.reecegalleries.com/
82,Reeves Contemporary Inc,POINT (-74.00518820857934 40.74928257893011),535 W 24th St,-74.0051882085793,40.7492825789301,Art_Gallery,Learn more at :http://www.cynthia-reeves.com/
83,Regina's Art Center,POINT (-74.00172859190214 40.603379984260826),1921 Benson Ave,-74.0017285919021,40.6033799842608,Art_Gallery,Learn more at :http://www.reginasartcenter.com/contact.html
84,Rehs Galleries Inc,POINT (-73.973110440921 40.76297400449145),5 E 57th St,-73.973110440921,40.7629740044914,Art_Gallery,Learn more at :http://www.rehs.com/
85,Reinhold Brown Gallery,POINT (-73.96068894272547 40.77864024499883),1100 Madison Ave,-73.9606889427255,40.7786402449988,Art_Gallery,Learn more at :http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489D6945-3048-28EB-92C3310EAAC2B0DD
86,Renaissance Gallery,POINT (-73.94134747495355 40.82412358361577),300 W 147th St,-73.9413474749535,40.8241235836158,Art_Gallery,Learn more at :http://www.livevillage.com/newyork/art/renaissance-gallery.html
87,Resnick Ira Inc,POINT (-73.96881061087802 40.76189452972676),133 E 58th St,-73.968810610878,40.7618945297268,Art_Gallery,Learn more at :http://www.nyc.com/search/find.aspx?secid=2&name=Resnick%20Ira%20Inc
88,Ricco Maresca Gallery,POINT (-74.0068465345964 40.74661224727327),529 W 20th St,-74.0068465345964,40.7466122472733,Art_Gallery,Learn more at :http://www.riccomaresca.com
89,Richard Gray Gallery,POINT (-73.96268744300946 40.776035116594834),1018 Madison Ave,-73.9626874430095,40.7760351165948,Art_Gallery,Learn more at :http://www.richardgraygallery.com/default.asp
90,Richard Solomon,POINT (-73.96796822375437 40.75490203267615),305 E 50th St,-73.9679682237544,40.7549020326761,Art_Gallery,Learn more at :http://www.richardsolomon.com/
91,Richard York Gallery,POINT (-73.96884242026259 40.76764185257714),21 E. 65th St.,-73.9688424202626,40.7676418525771,Art_Gallery,Learn more at :http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489D6E92-3048-28EB-924791189BBB08A3
92,Rienzo Gallery,POINT (-73.9671517745906 40.769830800695885),20 E 69th St,-73.9671517745906,40.7698308006959,Art_Gallery,Learn more at :http://www.artnet.com/Galleries/About.asp?G=&gid=166017&which=&rta=http://www.artnet.com
93,Ritter-Antik Inc,POINT (-73.99270194219845 40.732504272410424),35 E 10th St,-73.9927019421985,40.7325042724104,Art_Gallery,Learn more at :http://www.ritterantik.com/index.php
94,Rivington Bar & Art Gallery,POINT (-73.98443865749057 40.719087479643825),174 Rivington St,-73.9844386574906,40.7190874796438,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/rivington_bar__art_gallery.1676/whats_nearby.aspx
95,Robert Lee Morris Inc,POINT (-74.00236650608144 40.724407088132416),400 W Broadway,-74.0023665060814,40.7244070881324,Art_Gallery,Learn more at :http://www.robertleemorris.com/contactus.php
96,Robert Mann Gallery,POINT (-74.00591124427345 40.749743384358574),210 11th Ave,-74.0059112442734,40.7497433843586,Art_Gallery,Learn more at :http://www.robertmann.com/
97,Robert Miller Gallery Inc,POINT (-74.00423398601862 40.74998085501487),526 W 26th St,-74.0042339860186,40.7499808550149,Art_Gallery,Learn more at :http://www.robertmillergallery.com/index2.html
98,Robert Steele Gallery,POINT (-74.00398547780941 40.74942345786739),511 W 25th St,-74.0039854778094,40.7494234578674,Art_Gallery,Learn more at :http://www.robertsteelegallery.com/
99,Robertson African Arts,POINT (-73.99212377125507 40.7415083515344),36 W 22nd St,-73.9921237712551,40.7415083515344,Art_Gallery,Learn more at :http://wap.outalot.com/listings/314463-Robertson-African-Arts
100,Rogallerycom,POINT (-73.95726808829765 40.76970749577403),300 East 74th Street,-73.9572680882977,40.769707495774,Art_Gallery,Learn more at :http://www.auction-directory.info/auction/rogallerycom-300-east-74th-street-new-york-ny-212-732-6887/1283
101,Ronald Feldman Fine Arts,POINT (-74.00185591328102 40.7211603892599),31 Mercer St,-74.001855913281,40.7211603892599,Art_Gallery,Learn more at :http://www.feldmangallery.com/pages/home_frame.html
102,Roosevelt Island Visual Arts Assoc,POINT (-73.95643509706022 40.7535986702466),527 Main St,-73.9564350970602,40.7535986702466,Art_Gallery,Learn more at :http://rivaa.com/
103,Rosen Andrea Gallery Inc,POINT (-74.00493762277485 40.74904372260324),525 W 24th St,-74.0049376227748,40.7490437226032,Art_Gallery,Learn more at :http://www.andrearosengallery.com/
104,Rosenberg & Kaufman Fine Art,POINT (-74.00070940720575 40.72502497030408),115 Wooster St,-74.0007094072057,40.7250249703041,Art_Gallery,Learn more at :http://www.robertkuszek.com/
105,Rosenberg Paul & Co,POINT (-73.96251598937279 40.77623795678713),20 E 79th St,-73.9625159893728,40.7762379567871,Art_Gallery,Learn more at :http://local.botw.org/New_York/New_York/Rosenberg_Paul_and_Co/11505286.html
106,Ross Luise Gallery,POINT (-74.00391752109321 40.74945791536082),511 West 25 Street,-74.0039175210932,40.7494579153608,Art_Gallery,Learn more at :http://www.luiserossgallery.com/
107,Roth,POINT (-73.9625371631743 40.76883963218358),160A E 70th St,-73.9625371631743,40.7688396321836,Art_Gallery,Learn more at :http://www.andrewroth.com/
108,Rotunda Gallery,POINT (-73.99146799382999 40.69515733841206),33 Clinton St,-73.99146799383,40.6951573384121,Art_Gallery,Learn more at :http://www.nyc-arts.org/organizations/1668/rotunda-gallery
109,Royal Fine Art,POINT (-73.95868741367525 40.77550888584743),1158 Lexington Ave,-73.9586874136752,40.7755088858474,Art_Gallery,Learn more at :http://m.nyc.com/arts__attractions/royal_fine_art.361/map_location.aspx
110,Royal-Athena Galleries,POINT (-73.96804936659153 40.760786110700764),153 E 57th St,-73.9680493665915,40.7607861107008,Art_Gallery,Learn more at :http://www.royalathena.com/
111,Rudolph De Paola Art Gallery,POINT (-74.02172406852321 40.6179934963939),6 Parrott Pl,-74.0217240685232,40.6179934963939,Art_Gallery,Learn more at :http://www.merchantcircle.com/business/Rudolph.de.Paola.Art.Gallery.718-238-6026
112,Ruesch Jeffrey Fine Arts,POINT (-74.00107130886676 40.72382475175759),134 Spring St,-74.0010713088668,40.7238247517576,Art_Gallery,Learn more at :http://www.rateitall.com/i-410032-ruesch-jeffrey-fine-arts.aspx
113,Russeck Gallery,POINT (-74.00056532211813 40.72679315564427),478 W Broadway,-74.0005653221181,40.7267931556443,Art_Gallery,Learn more at :http://local.botw.org/New_York/New_York/Russeck_Gallery/11582297.html
114,Russian World,POINT (-73.97604749164573 40.7619257405724),18 W 55th St,-73.9760474916457,40.7619257405724,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/russian_world.1710/map_location.aspx
115,S & A Art Gallery Inc,POINT (-73.95658934527663 40.778446433456885),1248 Lexington Ave,-73.9565893452766,40.7784464334569,Art_Gallery,Learn more at :http://www.masterseek.com/id/48817904/S-and-A-Art-Gallery.htm
116,S 2 Editions Ltd,POINT (-74.00479226201507 40.72529481116742),155 Ave of the Americas,-74.0047922620151,40.7252948111674,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/s_2_editions_ltd.958/editorial_review.aspx
117,S E Art & Design Inc,POINT (-73.96523800836928 40.76074545206315),232 E 59th St,-73.9652380083693,40.7607454520631,Art_Gallery,Learn more at :http://www.seartanddesign.com/contactus.html
118,Sabarsky Serge Gallery,POINT (-73.96160396766 40.77589272888765),58 E 79th St,-73.96160396766,40.7758927288876,Art_Gallery,Learn more at :http://local.botw.org/New_York/New_York/Sabarsky_Serge_Gallery/11637783.html
119,Sabbatique Ltd,POINT (-73.97398003703451 40.73684451842),10 Waterside Plz,-73.9739800370345,40.73684451842,Art_Gallery,Learn more at :http://www.sabbatiqueltd.com/contact.htm
120,Sabrina Enterprise.Com Artworks Sales and Rprdctns,POINT (-73.86790725213015 40.75905863804786),10022 32nd Ave,-73.8679072521302,40.7590586380479,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/sabrina_enterprisecom_artworks_sales_and_rprdctns.1874/editorial_review.aspx
121,Sacks Fine Art,POINT (-73.96475380699054 40.76182788882621),229 East 60th Street,-73.9647538069905,40.7618278888262,Art_Gallery,Learn more at :http://sacksfineart.com/
122,Safani Gallery Inc,POINT (-73.96369840924123 40.77483293527021),980 Madison Ave,-73.9636984092412,40.7748329352702,Art_Gallery,Learn more at :http://local.botw.org/New_York/New_York/Safani_Gallery_Inc/56446980.html
123,Salz Trager Janet,POINT (-73.96550966274957 40.76954041095984),700 Park Ave,-73.9655096627496,40.7695404109598,Art_Gallery,Learn more at :http://metroproper.com/business/profile/view/&id=59220
124,Sam's Souk,POINT (-73.96253150655406 40.76945600789786),979 Lexington Ave,-73.9625315065541,40.7694560078979,Art_Gallery,Learn more at :http://www.manta.com/coms2/dnbcompany_8m39fn
125,Sanada Ikkanart Intl,POINT (-73.9597778376811 40.78007651787356),30 E 85th St,-73.9597778376811,40.7800765178736,Art_Gallery,Learn more at :http://local.botw.org/New_York/New_York/Sanada_Ikkanart_Intl/154034137.html
126,Sands & Company Inc Fine Art At Madison Av,POINT (-73.96342194003462 40.774137804658366),30 E 76th St,-73.9634219400346,40.7741378046584,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/sands__company_inc_fine_art_at_madison_av.848/editorial_review.aspx
127,Sara Meltzer On View,POINT (-73.99709362546815 40.72470086058279),588 Broadway,-73.9970936254682,40.7247008605828,Art_Gallery,Learn more at :http://www.sarameltzergallery.com/artist.php?artist=tallichet&p=cv
128,Sarafina Inc,POINT (-73.9693726839187 40.69329478591217),411 Myrtle Ave,-73.9693726839187,40.6932947859122,Art_Gallery,Learn more at :http://m.nyc.com/arts__attractions/sarafina_inc.739/whats_nearby.aspx?sec=att
129,Sarajo Inc,POINT (-73.99880177429456 40.72527106908656),130 Greene St,-73.9988017742946,40.7252710690866,Art_Gallery,Learn more at :http://www.yelp.com/biz/sarajo-inc-new-york
130,Sarina Tang Fine Art,POINT (-74.00525477577852 40.74841075541706),535 W 23rd St,-74.0052547757785,40.7484107554171,Art_Gallery,Learn more at :http://web2.userinstinct.com/30817016-sarina-tang-fine-art.htm
131,Savacou Galleries,POINT (-73.98626836015879 40.73178217523588),240 E 13th St,-73.9862683601588,40.7317821752359,Art_Gallery,Learn more at :http://www.artchain.com/cgi-bin/showorganization.cgi?org=150
132,Sayn-Wittgenstein,POINT (-73.96141027379505 40.77036690857002),155 E 72nd St,-73.9614102737951,40.77036690857,Art_Gallery,Learn more at :http://www.sw-fineart.com/
133,Schellmann Editions,POINT (-74.00585461846735 40.749826941600126),210 11th Ave,-74.0058546184674,40.7498269416001,Art_Gallery,Learn more at :http://www.editionschellmann.com/
134,Schickler Howard Fine Art,POINT (-73.9899230191079 40.70287471566356),100 Water St,-73.9899230191079,40.7028747156636,Art_Gallery,Learn more at :http://www.schicklerart.com/
135,Schillay Fine Art,POINT (-73.95267537512437 40.76613926035685),520 E 72nd St,-73.9526753751244,40.7661392603569,Art_Gallery,Learn more at :http://www.schillay.com/contact.html
136,Schiller & Bodo Fine Art,POINT (-73.96628742693697 40.76612066503104),120 E 65th St,-73.966287426937,40.766120665031,Art_Gallery,Learn more at :http://www.schillerandbodo.com/
