Lodging,Type,Rating,Price,Address,Lat,Lng,url,ID
Sankofa Aban Bed and Breakfast,Bed & Breakfast,4.5,$$,107 Macon St,40.681581,-73.94704899999999,https://www.yelp.com/biz/sankofa-aban-bed-and-breakfast-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,u_52fegbcqaIpVbkPI-rQQ
Holiday Inn Express New York-Brooklyn,Hotel & Event Space,3.0,$$,625 Union St,40.687546000000005,-73.982412,https://www.yelp.com/biz/holiday-inn-express-new-york-brooklyn-brooklyn-7?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,rEA0QUAZex8fVh_UhMx83Q
Adria Hotel & Conference Center,Hotel & Event Space,3.0,$$,221-17 Northern Blvd,40.762021999999995,-73.759912,https://www.yelp.com/biz/adria-hotel-and-conference-center-bayside-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1oGQ4x_FsjerKesJxUUWIA
The Plaza,Hotel & Event Space,3.5,$$$$,768 5th Ave,40.764463897012206,-73.97448837025816,https://www.yelp.com/biz/the-plaza-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,FA5giJYhqdTkjsT695TqVg
EVEN Hotel New York - Times Square South,Hotel & Event Space,4.5,$$,321 W 35th St,40.75339,-73.99398000000001,https://www.yelp.com/biz/even-hotel-new-york-times-square-south-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,JoTABkVslu17SgDDZsQTog
Holiday Inn New York City - Times Square,Hotel & Event Space,3.5,$$,585 8th Ave,40.7552201713802,-73.99166295480103,https://www.yelp.com/biz/holiday-inn-new-york-city-times-square-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,2y_P9Wg-BQaWDRNyLS9ckA
The Williamsburg Hotel,Hotels,3.0,$$,96 Wythe Ave,40.721513788889496,-73.9587011987419,https://www.yelp.com/biz/the-williamsburg-hotel-brooklyn-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,xsrzs3lSD2-xG889sLqAXA
Four Seasons Hotel,Hotels,4.5,$$$$,27 Barclay St,40.712643390261434,-74.0091883883457,https://www.yelp.com/biz/four-seasons-hotel-new-york-4?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,SZTBP6Xj7ER4d3NSbgOA-A
The Frederick Hotel,Hotels,4.0,$,95 W Broadway,40.71566,-74.0089,https://www.yelp.com/biz/the-frederick-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,EL5j67uhlTWSFcrsEX9l_Q
Park Hyatt New York,Hotels,4.5,$$$,153 West 57th St,40.76538,-73.97895,https://www.yelp.com/biz/park-hyatt-new-york-new-york-city?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,zuMUWAduEq4COEcbnZ3XCA
East Village Hotel,Hotels,4.0,$$$,147 1st Ave,40.728359999999995,-73.98496999999999,https://www.yelp.com/biz/east-village-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,0SrF_WcRetbGWlps7ZhJNw
The Inn At Irving Place,Hotels,4.5,$$,56 Irving Pl,40.735958000000004,-73.986961,https://www.yelp.com/biz/the-inn-at-irving-place-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,WQZCwbYZ5XLnmENzOv2xCQ
Crown Motor Inn,Hotels,2.5,$,7401 Queens Blvd,40.739411700000005,-73.88966479999999,https://www.yelp.com/biz/crown-motor-inn-flushing?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,_BwrVzhkCh8oYMQW4P3ebQ
The Dominick,Hotels,4.0,$$$$,246 Spring St,40.725465419760496,-74.00532992757798,https://www.yelp.com/biz/the-dominick-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,svW0v_j18STsq5Ua-8waZg
Crosby Street Hotel,Hotels,4.0,$$$,79 Crosby St,40.72302838,-73.99744294,https://www.yelp.com/biz/crosby-street-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,0xp3lHJWVIH-dSxg-uMCUg
Arlo NoMad,Hotels,4.0,$$,11 E 31st St,40.746212,-73.9850458,https://www.yelp.com/biz/arlo-nomad-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,QxobzmaLiP_Tx6cnmpWQPg
Courtyard by Marriott New York Manhattan/SoHo,Hotels,4.0,$$,181 Varick St,40.7275586084056,-74.0057217632294,https://www.yelp.com/biz/courtyard-new-york-manhattan-soho-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,_3zTT9xeMFwvkqtMPJeLPg
The Mercer Hotel,Hotels,4.0,$$$$,147 Mercer St,40.724552100000004,-73.99882990000002,https://www.yelp.com/biz/the-mercer-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,vEGyBSEqvWrU_uz0yuRydQ
NobleDEN,Hotels,4.5,$$,196 Grand St,40.71929,-73.99686,https://www.yelp.com/biz/nobleden-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,jVAAy1KrvskicNnLcn8ylw
Casablanca Hotel,Hotels,4.5,$$,147 W 43rd St,40.756409999999995,-73.98546999999999,https://www.yelp.com/biz/casablanca-hotel-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,jq9WOcjuFe595Rf8I87Y0Q
Liberty Inn,Hotels,4.0,$$,51 10th Ave,40.74192,-74.0086,https://www.yelp.com/biz/liberty-inn-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,MLpKVYcHlYXXIJHt7zAbLA
"The Standard, East Village",Hotels,3.5,$$,25 Cooper Sq,40.7278523436442,-73.9907492250947,https://www.yelp.com/biz/the-standard-east-village-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,VMGinfrQm6JQfGMUsDFBfg
