,Lodging,Type,Rating,Price,Address,Lat,Lng,url,ID
0,Surrey Hotels Corporation,,,,853 Broadway,40.73459,-73.9909799,,
1,Concrete Jungle at The Tillary Hotel,American (New),,,85 Flatbush Ave,40.69661265607699,-73.98453705042085,,
2,Urban Cowboy B&B,Bed & Breakfast,,,111 Powers St,40.7123299,-73.9465103,,
3,Hotel Chantelle,Cocktail Bars,3.5,$$,92 Ludlow St,40.71843,-73.98909,https://www.yelp.com/biz/hotel-chantelle-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,eVBVn6bjwl_mMLxN-35_6w
4,Hotel Lyn,Homeless Shelters,,,399 3rd Ave,40.67333,-73.98908,,
5,The Local Hostel,Hostels,,,1302 44th Ave,40.7495386,-73.9479673,,
6,Carlton Arms Hotel,Hostels,,,160 E 25th St,40.7402,-73.98268,,
7,NY Moore Hostel,Hostels,,,179 Moore St,40.704157948494,-73.9376416057348,,
8,Hotel 17,Hotels,4.0,$$,225 E 17th St,40.73481,-73.98463,https://www.yelp.com/biz/hotel-17-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,uztSHCtNQi_d_5rkN2J7hQ
9,Ramada by Wyndham Bronx,Hotels,3.0,$,1000 Baychester Ave,40.879948,-73.831483,https://www.yelp.com/biz/ramada-by-wyndham-bronx-bronx?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1RB0izXOTPJs17dTE9Uwtg
10,Hotel Bliss,Hotels,3.5,$,2330 Linden Blvd,40.6640522181988,-73.8773133605719,https://www.yelp.com/biz/hotel-bliss-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,sY7loHhOtarkEVk_TKb55A
11,Ravel Hotel,Hotels,2.5,$$,8-08 Queens Plz S,40.753908,-73.949414,https://www.yelp.com/biz/ravel-hotel-long-island-city-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,O4S2ZhhQ674R1aCVpP7bHw
12,Haven Motel,Hotels,1.5,$,6805 Woodhaven Blvd,40.715418,-73.860051,https://www.yelp.com/biz/haven-motel-rego-park-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,H55p2gOiiwOiz2jQ8Syj9g
13,Allegria Hotel,Hotels,2.5,$$$,80 W Broadway,40.584327,-73.666413,https://www.yelp.com/biz/allegria-hotel-long-beach?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,SbuI8AUmVYQg9AZCg8G9AA
14,Residence Inn By Marriot Weehawken Port Imperial,Hotels,3.5,$$,100 Ferry Blvd,40.7777164892959,-74.0113274353321,https://www.yelp.com/biz/residence-inn-by-marriot-weehawken-port-imperial-weehawken?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,JkG2GeXceILNzz2FvTZopQ
15,MADE,Hotels,4.0,$$$,42 W 29th St,40.746296,-73.989638,https://www.yelp.com/biz/made-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,S552XBLEOFsT-efRQuNXDg
16,Four Points by Sheraton New York Downtown,Hotels,2.5,$$,6 Platt St,40.70747657865638,-74.00640093846745,https://www.yelp.com/biz/four-points-by-sheraton-new-york-downtown-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,hLwqr_sSzSAMIppEHcz4cQ
17,Aloft New York Brooklyn,Hotels,3.0,$$,216 Duffield St,40.69171,-73.98453,https://www.yelp.com/biz/aloft-new-york-brooklyn-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,PkJjSD067n6o9nnmyWNtQQ
18,Archer Hotel New York,Hotels,4.5,$$$,45 W 38th St,40.752053,-73.9847066,https://www.yelp.com/biz/archer-hotel-new-york-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,ZDp1ysOVW3xQJc4SuQGSCg
19,Park South Hotel,Hotels,4.0,$$,124 E 28th St,40.74279,-73.98306,https://www.yelp.com/biz/park-south-hotel-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,ZvjXuv2Utn0hvLp39JkcHw
20,The Leon Hotel,Hotels,3.5,$$,125 Canal St,40.716076,-73.9952133,https://www.yelp.com/biz/the-leon-hotel-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,pi2sOXrCKVpKdPMaSwJ-_Q
21,Hotel Indigo Williamsburg - Brooklyn,Hotels,,,500 Metropolitan Ave,40.7138775705954,-73.9522615169777,,
22,Chelsea Pines Inn,Hotels,4.0,$$,317 W 14th St,40.740295,-74.003415,https://www.yelp.com/biz/chelsea-pines-inn-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,XRt4mVzNQbXkC6mxFl7-Sg
