,Lodging,Type,Rating,Price,Address,Lat,Lng,url,ID
18,Lincoln House Hotel,Hotels,4.0,££,33 Gloucester Place,51.51759,-0.158048,https://www.yelp.com/biz/lincoln-house-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,vCnwGIj73ixitVM5lA_cFQ
19,No Ten Manchester Street Hotel,Hotels,4.0,£££,10 Manchester Street,51.5187995,-0.1538386,https://www.yelp.com/biz/no-ten-manchester-street-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,-BcaEVNIiQgi6rXb57Rjrg
20,The Beaumont,Hotels,4.5,£££,8 Balderton Street,51.51306,-0.152256,https://www.yelp.com/biz/the-beaumont-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,O_d-P1JDlElAdcIvMsqwcQ
21,The May Fair Hotel,Hotels,3.5,£££,May Fair Hotel,51.50814,-0.143972,https://www.yelp.com/biz/the-may-fair-hotel-london-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1ZVWnxQW5GFxtQnXNzN3ZQ
22,COMO The Halkin,Hotels,5.0,£££,Halkin Street,51.500831,-0.151952,https://www.yelp.com/biz/como-the-halkin-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,OKMKLgs8iVNQ9lU51UPDSQ
23,Regency House Hotel,Hotels,3.5,££,71 Gower Street Bloomsbury,51.5216848,-0.1321776,https://www.yelp.com/biz/regency-house-hotel-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Ttvhy6KPXVtGQh8yopHstQ
24,The Goring,Hotels,4.5,££££,15 Beeston Place,51.49762,-0.145632,https://www.yelp.com/biz/the-goring-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,-Uyd8UlBLO6lqPC8VK9INg
25,London Marriott Hotel Grosvenor Square,Hotels,4.0,£££,Grosvenor Square,51.5125949421553,-0.150771225131166,https://www.yelp.com/biz/london-marriott-hotel-grosvenor-square-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,mHtH47UEuSZGg2RJ1nYBIQ
26,London City Hotel,Hotels,4.0,££,200 Borough High Street,51.5011849,-0.0935363,https://www.yelp.com/biz/london-city-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,7lcPj3CpX9bnXpHzvan79Q
27,Holiday Inn,Hotels,3.0,££,57-59 Welbeck Street,51.5169316,-0.1492864,https://www.yelp.com/biz/holiday-inn-london-29?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,LhOP8kZzvSnYTAaaopp7Bg
28,Blair Victoria,Hotels,1.0,£,78-84 Warwick Way,51.4914437,-0.14212,https://www.yelp.com/biz/blair-victoria-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,AaByHFUY2eLbN9T-0JpDrQ
29,The Marylebone Hotel,Hotels,4.0,£££,47 Welbeck Street,51.5180684097082,-0.149774551391602,https://www.yelp.com/biz/the-marylebone-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,NDkrcHjLSobKPzbwFLF3Vw
30,11 Cadogan Gardens,Hotels,4.5,££,11 Cadogan Gardens,51.493533704065,-0.159166531174037,https://www.yelp.com/biz/11-cadogan-gardens-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,ufKzcskvO65818nmiU7dHg
31,K+K Hotel George,Hotels,4.5,££,1-15 Templeton Place,51.4921,-0.19529,https://www.yelp.com/biz/k-k-hotel-george-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1H9Uqnpqti9rPZ4B2Pw7fQ
32,Park Avenue Baker Street,Hotels,4.0,££,173 Gloucester Place,51.5240975,-0.1609137,https://www.yelp.com/biz/park-avenue-baker-street-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,bK6cNmVJvHkH2KNNpv5YaQ
33,Camden Lock Hotel,Hotels,2.5,££,89 Chalk Farm Road,51.5437777,-0.152007,https://www.yelp.com/biz/camden-lock-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,dXSFdmrYx_vgsSV4Z0ZXZQ
34,Pullman Hotel,Hotels,4.5,£££,100 - 110 Euston Road,51.5287433066088,-0.127791479939421,https://www.yelp.com/biz/pullman-hotel-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,dG-JrtF8aNFU5fFHvQzdMw
35,Charlotte Street Hotel,Hotels,4.0,£££,15-17 Charlotte Street,51.51840064125,-0.134992897529986,https://www.yelp.com/biz/charlotte-street-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,glL93CF9WxJdM9WEeRogeQ
36,40 Winks,Hotels,4.5,£££,109 Mile End Rd,51.5214767456055,-0.0512520000338554,https://www.yelp.com/biz/40-winks-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,K6OT5WL5icTezcNhy_qimw
37,"The Westbury Mayfair, a Luxury Collection Hotel, London",Hotels,3.0,£££,37 Conduit Street,51.511301,-0.142627,https://www.yelp.com/biz/the-westbury-mayfair-a-luxury-collection-hotel-london-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Sk2v68NoRpXgS67eRaoENw
38,Citadines St Mark's London,Hotels,4.0,£££,300 City Road,51.5298483055582,-0.098963603561546,https://www.yelp.com/biz/citadines-st-marks-london-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,cDrLSCzqconeKxJHnnBt0A
39,Grange Blooms Hotel,Hotels,,,7 Montague Street,51.5198687,-0.1259157,,
40,"The Standard, London",Hotels,,,10 Argyle Street,51.5294399,-0.1241796,,
41,"The Waldorf Hilton, London",Hotels,3.5,£££,Aldwych,51.512569,-0.118935,https://www.yelp.com/biz/the-waldorf-hilton-london-london-4?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,eicqrtoLRue0kvyiBVo9vQ
42,The Grand at Trafalgar Square,Hotels,4.0,££,8 Northumberland Ave,51.5071479913617,-0.126278438630075,https://www.yelp.com/biz/the-grand-at-trafalgar-square-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Jy9zg1ZTwd3eqMd6DLWH0Q
43,Miller's Hotel,Hotels,5.0,£££,111a Westbourne Grove,51.5150554,-0.1936962,https://www.yelp.com/biz/millers-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,6r3jpZ377oysG0CLsCXcZw
44,Me,Hotels,4.0,£££,Strand,51.5118462758476,-0.118709250331904,https://www.yelp.com/biz/me-london-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,M2zf3hZItPnI75hmNyCY0w
45,Oakley Hotel,Hotels,3.5,££,73 Oakley Street,51.484772,-0.168646,https://www.yelp.com/biz/oakley-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,iE6JM0o8ALjlB76QvjH20A
46,Four Seasons Hotel,Hotels,3.5,££££,10 Trinity Square,51.510102,-0.07798,https://www.yelp.com/biz/four-seasons-hotel-london-7?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,7IVdX6ZQ5VKosk7aMm9x3w
47,Holiday Inn ,Hotels,3.5,££,Carburton Street,51.5225489331923,-0.142724030932378,https://www.yelp.com/biz/holiday-inn-london-27?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,hLzmh0Lq2cHJDDntlnNeuw
48,Piccadilly Hotel,Hotels,2.5,£,12 Sherwood Street,51.511192,-0.135579,https://www.yelp.com/biz/piccadilly-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,EoUO9kzjHt_HBmBTxHZRfQ
49,The Belgrave,Hotels,4.0,£££,80-86 Belgrave Road,51.4901569,-0.1380582,https://www.yelp.com/biz/the-belgrave-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,OVKglwMXLS6R11voWK8zZw
50,The Hoxton - Shoreditch,Hotels,4.5,££,81-83 Great Eastern Street,51.5255813407725,-0.0828488618135452,https://www.yelp.com/biz/the-hoxton-shoreditch-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,eCS9km_3I4yQZ4x6dpFdCA
51,Lancaster Hall Hotel,Hotels,4.5,£,35 Craven Terrace,51.5132116234142,-0.179161089618674,https://www.yelp.com/biz/lancaster-hall-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,OBqwCUsR2nLyThpB4U-log
52,Thanet Hotel,Hotels,4.0,££,8 Bedford Place,51.5201551,-0.12396,https://www.yelp.com/biz/thanet-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,rsKWux6LkLSIrXMYoNmgdg
53,Hilton London Hyde Park,Hotels,3.0,££,129 Bayswater Road,51.5104863798633,-0.187543331119741,https://www.yelp.com/biz/hilton-london-hyde-park-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,JipTk5aigtfNIoJ8vmIK-Q
54,Dolphin Square Hotel,Hotels,4.0,£££,Dolphin Square,51.4863,-0.136429,https://www.yelp.com/biz/dolphin-square-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,sJ7eEgT45PExqhTSk8Ujqg
55,DoubleTree By Hilton Hotel London - Victoria,Hotels,3.5,£££,2 Bridge Place,51.4939289134206,-0.143322030594069,https://www.yelp.com/biz/doubletree-by-hilton-hotel-london-victoria-london-4?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,wvO3KoWHOZW4sMebZohsjw
56,Pasha Hotel,Hotels,3.5,££,158 Camberwell Road,51.4795931,-0.0944206,https://www.yelp.com/biz/pasha-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,-vGtr71C6VkwGPrjUsMEeQ
57,Apex City of London Hotel,Hotels,4.5,££,1 Seething Lane,51.5105825,-0.0793204,https://www.yelp.com/biz/apex-city-of-london-hotel-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,IIh4xw679d5LesxgElr-0Q
58,Knightsbridge Hotel,Hotels,4.5,£££,10 Beaufort Gardens,51.4981661,-0.1642037,https://www.yelp.com/biz/knightsbridge-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,b6nFTqY896qVuKjGmRt2iw
59,Batty Langley's,Hotels,5.0,££££,12 Folgate Street,51.5210115062075,-0.0783524139418201,https://www.yelp.com/biz/batty-langleys-spitalfields?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,hyL2TF3aKk7MoPpJ2HUWTg
60,Yotel,Hotels,4.0,££,Heathrow Airport,51.459606,-0.446491,https://www.yelp.com/biz/yotel-hounslow?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,XgafaGoHLw2yxJXlaJJTSA
61,Cote Marylebone,Hotels,5.0,£££,26-27 Devonshire Street,51.5212173,-0.1515591,https://www.yelp.com/biz/cote-marylebone-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,E4xZ9OAk4HlHmh6iDFLOLA
62,Hub by Premier Inn,Hotels,,,50 Wharfdale Rd,51.5336638077301,-0.122056831444198,,
63,DoubleTree by Hilton Hotel London - West End,Hotels,3.0,££,92 Southampton Row,51.5202715055578,-0.121863203559605,https://www.yelp.com/biz/doubletree-by-hilton-hotel-london-west-end-london-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,rCAmc_cKX5KAUHrZ9MUepg
64,Apex Temple Court Hotel,Hotels,4.5,£££,1-2 Serjeants' Inn,51.5137832,-0.1088746,https://www.yelp.com/biz/apex-temple-court-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,4aR691JVCwVCsDfLgnQvsw
65,Mad Hatter Hotel,Hotels,3.5,££,3-7 Stamford Street,51.507024,-0.104918,https://www.yelp.com/biz/mad-hatter-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,ICCD8Ur7Eo_FtqIbPcHlSw
66,Premier Travel Inn,Hotels,2.0,£££,215 Haverstock Hill,51.551546,-0.167221,https://www.yelp.com/biz/premier-travel-inn-london-7?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,-tF5AziiEuDVKS75tkd9mg
67,Holiday Inn London - Oxford Circus,Hotels,,,57-59 Welbeck St,51.5148920933946,-0.147197170135479,,
68,The Zetter Townhouse Marylebone,Hotels,4.5,£££,28-30 Seymour Street,51.5148506164551,-0.158677995204926,https://www.yelp.com/biz/the-zetter-townhouse-marylebone-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,O39jKovoeE6jZBvX4yt1vA
69,No 5,Hotels,3.5,£££,5 Cavendish Sq,51.51664,-0.14399,https://www.yelp.com/biz/no-5-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,85nwHxYWNfqGcvxRyI4HyQ
70,Holiday Inn Hotel London Kensington Forum,Hotels,3.0,££,97 Cromwell Road,51.4942881090697,-0.185131809694077,https://www.yelp.com/biz/holiday-inn-hotel-london-kensington-forum-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,PV0o6dOcmEnaSJMkuZuo7Q
71,The Caesar Hotel 4,Hotels,4.0,££,26-33 Queens Gardens,51.5135917,-0.1827586,https://www.yelp.com/biz/the-caesar-hotel-4-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,HRRX5k8fDPT85sgtqmzR9Q
72,London Marriott Hotel Marble Arch,Hotels,3.0,£££,134 George Street,51.5164128020252,-0.163492229341955,https://www.yelp.com/biz/london-marriott-hotel-marble-arch-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,-A-AKE17XHntNugiK7KPzg
73,.Kip,Hotels,5.0,££,7-19 Amhurst Road,51.5472762163796,-0.0562167540192604,https://www.yelp.com/biz/kip-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,JW_eJ4yzxjL46uUQbaZ7-w
74,Hilton London Metropole,Hotels,3.0,£££,225 Edgware Road,51.5193983134154,-0.169682935447581,https://www.yelp.com/biz/hilton-london-metropole-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Rgg191-6wVMZImQWmZX5Xg
75,"The Capital Hotel, Apartments and Townhouse",Hotels,4.5,£££,22-24 Basil Street,51.49996,-0.16146,https://www.yelp.com/biz/the-capital-hotel-apartments-and-townhouse-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,50xBkYgaecoki59YnBH7Yg
76,"The Biltmore Mayfair, LXR Hotels & Resorts",Hotels,,,44 Grosvenor Square,51.51084523852935,-0.1508711552267935,,
77,The Rubens at the Palace,Hotels,4.5,£££,39 Buckingham Palace Road,51.49826525,-0.14349978,https://www.yelp.com/biz/the-rubens-at-the-palace-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Kfd_kXdY_dyyx2FJBXVXTw
78,Grand Residences by Marriott - Mayfair-London,Hotels,4.5,££££,47 Park Street,51.5111287,-0.1549705,https://www.yelp.com/biz/grand-residences-by-marriott-mayfair-london-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,tjx9QUBMw3kCGzepS10u2Q
79,The Curtain,Hotels,4.5,££,45 Curtain Rd,51.5236988173443,-0.0806030631065369,https://www.yelp.com/biz/the-curtain-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,VO3LfCg4ueYzKKx-PwG-Wg
